Number,URL,Name,Parsed_Ingredients,Steps
594,https://www.jamieoliver.com/recipes/eggs-recipes/blanched-asparagus-poached-egg-fresh-smoked-salmon/,Blanched asparagus – poached egg – fresh smoked salmon,"['butter', 'lemon', 'celery inner', 'tarragon', 'egg', 'asparagus woody end snapped off', 'salmon']","['Half-fill a medium-large saucepan with water, season generously with salt and bring to the boil. Instead of putting a lid on, put a large bowl on top but don’t let it touch the water. Put the butter, a pinch of salt and pepper and the juice of 1 lemon into the bowl.This is going to sound cheffy, but it’s simple, so bear with me ... Tear off 8 sheets of good- quality cling film, each roughly 40cm square. Get yourself 4 teacups or small bowls and rub the rims with olive oil. Place a double layer of cling film on top of each one and carefully push it in so that it snugly lines the cups. Use your finger to lightly oil the inside – this will help your egg come out easily at the end. Put a tiny pinch of salt, pepper and chilli flakes into each cup then pick the celery and tarragon leaves and divide them between the cups too – try to help these flavours to spread up the sides, if you can. Carefully crack the egg into the cling film, then gently push the yolk down so the egg white surrounds it (without it breaking). Bring the cling film up into a bundle, then tie it in a knot and try to squeeze the knot down so it creates a perfect pouch and seals it (imagine a goldfish in a fairground plastic bag).Once the water is boiling, remove the bowl (the butter should be melted now) and place your eggs in the water along with the asparagus. It takes between 5 and 6 minutes at a gentle simmer for a large egg. Place the bowl or a lid back on top and after 3 or 4 minutes remove the asparagus to the bowl of lemony butter and quickly toss.Meanwhile, arrange 2 pieces of smoked salmon on each plate. Pull out one of your eggs after 5 minutes and have a little feel (it should have a similar texture to fresh mozzarella). If it still seems undercooked, pop it back in for another minute or so.Neatly divide the asparagus between your plates. Cut off the cling film knots with a pair of scissors, peel away the rest, then carefully lift the eggs with a tablespoon and serve them right on top of your asparagus. If you‘ve done a good job, not only will you have perfect poached eggs, but the herbs and seasonings will have cooked into the egg and become one, like a stained glass window, which is really cute. Poke a knife into the egg to let the yolk run, and serve with wedges of lemon on the side.']"
595,https://www.jamieoliver.com/recipes/pasta-recipes/grandad-s-mussel-linguine-linguine-con-cozze-di-nonno/,Grandad's mussel linguine (Linguine con cozze di Nonno),"['garlic', 'fillet', 'tomato', 'linguine', 'mussel debearded', 'chopped']","['Nonno Contaldo is my mentor Gennaro’s dad, but as far as Nonno is concerned, he thinks I’m his grandson! (You can make of that what you will!). I was really surprised to find out that Nonno lives by himself, and I was very impressed to hear that he still cooks for himself every day; although there are always friends and family nearby to help him if he needs it. His favourite thing to cook for himself is mussels with pasta, so I’m going to talk you through the recipe as he explained it to me.Get a pan of salted water on to boil. Pour a few drizzles of extra virgin olive oil into a separate little pan and put it on a medium heat. Add the garlic, dried chilli and anchovy, then squeeze in and add the cherry tomatoes as the garlic begins to fry – at no point should the garlic take on any colour, but you need the heat to be hot enough to melt the anchovies. The juice from the tomatoes and oil will make a light, very delicate and simple sauce.Add the linguine to the pan of boiling water and cook according to packet instructions. Meanwhile, add a good handful of washed and debearded mussels to the tomato sauce. Give the pan a little toss, then place a lid on top and cook until all the mussels are open. As usual with mussels, if any remain closed after cooking, throw them away. Add a handful of chopped parsley to the pan.The pasta will now be a little under al dente and only a minute away from being ready. Nonno likes to drain his pasta, saving a little of the cooking water, then he puts the pasta back into the big pot and pours the mussel sauce over the top, mixing everything together well. Put the pot back on a low heat for an extra minute or two to cook the pasta perfectly – it will suck up all the lovely mussel juice. To finish, drizzle over a good bit of olive oil, season to taste and serve immediately.']"
596,https://www.jamieoliver.com/recipes/bread-recipes/panzanella-tuscan-tomato-bread-salad/,Panzanella (Tuscan tomato & bread salad),"['stale ciabatta', 'chopped', 'onion very', 'jarred chopped', 'fillet', 'wine']","['Tear the ciabatta into rough 3cm pieces and place on a tray. Leave aside in a warm place for around 30 minutes – this helps to dry it out. Place the tomatoes in a bowl and season with salt and pepper. Rinse the capers, squeezing out any excess liquid and add to the bowl, along with the onion, peppers, ciabatta and anchovies, if using. Toss the mixture together with your hands, then stir in 2 tablespoons of vinegar and about 3 times as much extra virgin olive oil. Taste and add a little more salt, pepper, vinegar or oil, if needed.Tear in the basil leaves, stir together and serve. Delicious with barbecued meats or roast chicken.']"
597,https://www.jamieoliver.com/recipes/fruit-recipes/grilled-peach-salad-with-parma-ham-colwick-cheese/,Grilled peach salad with Parma ham & Colwick cheese,"['peach', 'parma ham', 'colwick cheese', 'radicchio lettuce']","['Preheat the grill to full whack. Place the whole peaches onto a snug-fitting baking tray and pop under the grill for 8 to 10 minutes, or until soft and blackened on top, then leave aside to cool.Once cool, peel the skin off the peaches, then halve, discard the stones and tear the flesh into rough 2cm chunks. Arrange the Parma ham on plates and crumble over the cheese. Finely slice the radicchio and scatter over with the peach chunks. In a small bowl, mix 2 tablespoons balsamic with 4 tablespoons extra virgin olive oil and drizzle over the salad. Season lightly with sea salt and black pepper, before serving.']"
598,https://www.jamieoliver.com/recipes/eggs-recipes/south-american-style-brunch/,South American-style brunch,"['quinoa', 'jalapeno', 'tomato', 'tomato', 'onion', 'bean eyed bean', 'wine', 'golden caster sugar', 'lemon', 'egg', 'avocado']","['Cook the quinoa according to the packet instructions, with a good pinch of sea salt. Meanwhile, trim and finely slice all the chillies, slice the tomato, quarter the cherry tomatoes and trim and finely slice the spring onions. Heat a good lug of olive oil in a frying pan over a high heat, add the cumin seeds and fry for around 30 seconds.Drain and add the beans, followed by a pinch of salt and continue cooking for 5 to 8 minutes, or until crisp all over. While the beans are cooking, place the sliced chillies into a bowl with the vinegar, sugar and a pinch of salt, then put aside.Drain the quinoa well, then drizzle over a little extra virgin olive oil and the lemon juice and season lightly. Spread it out on a tray and leave aside to cool slightly. Transfer the cooked beans to a bowl, wipe the pan clean and return to a medium heat with a splash of olive oil. Once hot, crack in the eggs and fry to your liking – for lovely, runny eggs, you only need a couple of minutes. Transfer the quinoa to a large serving platter, layer the eggs on top and spoon over the crispy beans. Halve and destone the avocado, then scoop out and dot over the flesh. Scatter the tomatoes, spring onions and chillies on top, then drizzle over a little of the pickling juice. Pick and roughly chop the mint and coriander leaves and sprinkle on top, then add a drizzle of extra virgin olive and serve with plenty of hot chilli sauce.']"
599,https://www.jamieoliver.com/recipes/lamb-recipes/sizzling-lamb-chops-scottadito/,Sizzling lamb chops scottadito,"['carrot', 'onion', 'onion', 'flowering', 'lamb chop untrimmed', 'bulgur wheat', 'wine', 'orange', 'pistachio', 'lemon', 'yoghurt', 'feta cheese']","[""Preheat the oven to 200ºC/400ºF/gas 6. Light the barbecue, preparing a hot and cool side. Trim and halve the carrots lengthways, then peel and halve the onions. Place into a snug-fitting roasting tray and toss with a good pinch of sea salt, black pepper and a lug of olive oil.Tightly cover the tray with tin foil, then roast for 30 minutes, or until cooked through, but not golden.In a pestle and mortar, bash the dried chilli, coriander seeds, oregano (you can use normal oregano if you can't find the flowering kind), 4 bay leaves, and a good pinch of salt and pepper to a fine powder. Rub the spice mixture all over the lamb chops, then put aside.Cook the bulgar wheat according to packet instructions, then drain and cool. When the time's up on the veg, remove and discard the foil. Add the remaining bay, runny honey, a good lug of white wine vinegar, the juice of half an orange, and the pistachios. Return to the oven and roast for a further 30 minutes, or until golden and sticky.Meanwhile, drizzle some olive oil over the chops and place on the barbecue, positioning them so the meaty part of the chop is on the cool side and the thinner bone on the hotter side. Grill for around 15 minutes, or until cooked through and gnarly, turning regularly (be careful as the fat may spit).Finely grate the lemon zest over the bulgur, then squeeze in half the juice. Add a good lug of extra virgin olive oil, season well and mix together. Spoon the bulgar onto a serving platter, layer over half the roasted carrots and onions, then place the sizzling lamb chops on top. Add the remaining veg, golden pistachios and any lovely juices from the tray, then serve with dollops of yoghurt, crumbled feta and finely chopped parsley leaves – delicious!""]"
600,https://www.jamieoliver.com/recipes/fish-recipes/sweet-pea-fish-pie/,Sweet pea fish pie,"['potato', 'pea', 'lemon', 'butter', 'carrot', 'onion', 'semi skimmed milk', 'salmon fillet', 'fish fillet', 'flour', 'spinach', 'prawn', 'cheddar cheese']","['Preheat the oven to 180°C/350°F/gas 4. Peel the potatoes and cut into large even-sized chunks, then cook them in a large pan of boiling salted water for 15 minutes, or until soft, adding the peas for the last 2 minutes. Drain and mash well with a pinch of sea salt and freshly ground black pepper, the zest from the lemon and the butter. Set aside.Peel and chop the carrots and onions, then fry them in a large ovenproof pan (roughly 30cm in diameter) with 1 tablespoon of oil over a medium heat for 15 minutes, or until softened but not coloured, stirring occasionally. Meanwhile, heat the milk in a pan on a medium heat. Once simmering, add all the frozen fish fillets and cook for around 10 minutes, or until cooked through, then use a slotted spoon to transfer them to a plate, taking the pan off the heat. Stir the flour into the carrots and onions, then gradually add the warm milk, a ladleful at a time, stirring continuously until you have a smooth sauce. Stir in the spinach until thawed and incorporated, then season to perfection. Flake in the cooked fish fillets (carefully remove and discard any skin or bones), add the prawns and mustard, along with the juice of half the lemon, grate in the Cheddar, and stir gently to combine. Top with the pea-spiked mash and smooth out, scuffing it up slightly with a fork to give it texture that will crisp up. Bake for 30-40 minutes, or until beautifully golden. Serve with a good old helping of baked beans (if you like). Delicious!']"
601,https://www.jamieoliver.com/recipes/pork-recipes/pork-meatloaf-spaghetti-sauce/,Pork meatloaf,"['carrot', 'stale bread', 'minced pork', 'feta cheese', 'egg', 'onion', 'garlic', 'passata', 'cheddar cheese', 'spaghetti']","['Preheat the oven to 200ºC/400ºF/gas 6. Peel the carrots, quarter lengthways, then place in a roasting tray (roughly 25cm x 30cm), drizzle with oil and cook for 10 minutes. Meanwhile, blitz the bread into breadcrumbs in a food processor, then use your hands to mix in a bowl with the pork, half the oregano, the crumbled feta (it’s a small amount, but it makes all the difference!), the egg and a good pinch of sea salt and black pepper. Shape into a loaf (roughly 20cm long), then, when the time’s up on the carrots, make a space in the middle of the tray and add the meatloaf. Cook for a further 25 minutes, or until the meatloaf is golden and cooked through.Meanwhile, halve the chillies lengthways and deseed, then put them into a medium pan on a low heat with a lug of oil for 2 minutes while you peel and finely chop the onion and garlic. Scoop out and reserve the chillies, then put the onion and garlic into the pan with the remaining oregano and fry for about 10 minutes, or until softened, stirring regularly. Pour in the passata, add a splash of water to the empty jar, swirl it around and pour into the pan, season to perfection, then simmer until the time’s up on the meatloaf.Remove the tray from the oven and carefully pour the sauce around the meatloaf. Pull the carrots to the top of the sauce and arrange around the meatloaf with the chillies, then grate the Cheddar on top of it (I like to sprinkle over a few fresh woody herb leaves like rosemary at this point, if I’ve got it). Pop the meatloaf back into the oven for a further 5 to 10 minutes, or until golden and delicious, and the sauce is bubbling. Meanwhile, cook the spaghetti in a large pan of boiling salted water according to the packet instructions, then drain. Serve everything in the middle of the table with a salad, then slice up the meatloaf, mashing the chillies into the sauce for added heat, if you like.']"
602,https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-cauliflower-broccoli-cheese/,The best cauliflower & broccoli cheese,"['garlic', 'butter', 'flour', 'semi skimmed milk', 'broccoli', 'mature cheddar cheese', 'cauliflower', 'ciabatta stale bread', 'flaked']",[]
603,https://www.jamieoliver.com/recipes/pasta-recipes/gennaro-s-spaghetti-alla-puttanesca/,Gennaro’s spaghetti alla puttanesca,"['garlic', 'very tomato', 'spaghetti', 'fillet', 'parmesan cheese']","['Bring a large pan of salted water to the boil. Meanwhile, peel and finely slice the garlic, destone the olives, and halve the cherry tomatoes. Slice the chillies and pick the basil leaves.Add the spaghetti to the pan of boiling salted water and cook according to the packet instructions. Place a large frying pan over a medium–high heat, drizzle in a good lug of olive oil, add the garlic and chilli, then tear in the anchovies and olives and stir for 2 minutes, or until the garlic starts to turn golden and the anchovies melt into the base. Add the cherry tomatoes, a good splash of pasta water and cover with a lid. Cook for 3 to 4 minutes, or until the cherry tomatoes start to cook down slightly. Drain the pasta, reserving a cupful of cooking water. Add the basil to the sauce along with the pasta and a splash of the reserved cooking water, to loosen. Have a taste and season, if needed. Transfer to a serving platter and top with a good shaving of fresh Parmesan.']"
604,https://www.jamieoliver.com/recipes/chicken-recipes/barbecued-chicken-dim-sum/,Barbecued chicken dim sum,"['onion', 'chicken', 'barbecue', 'lime', 'self raising flour', 'coconut semi skimmed milk', 'sesame', 'hoisin']","['For this recipe, you will need 300 g cooked chicken. Halve and deseed the chillies, trim and halve the spring onions, then very finely slice the chillies and spring onions lengthways and place into a bowl of iced water until they curl. Put to one side.Shred the cooked chicken into a bowl. Finely slice the coriander (stalks and all) and add to the bowl, then mix in the grated ginger, barbecue sauce and a good squeeze of lime juice, then set aside. Place the flour, coconut milk or semi-skimmed milk and a good pinch salt into a food processor, then pulse a few times until you have a sticky dough. Transfer to a flour-dusted work surface and shape into a long sausage, adding a little more flour if it’s too sticky. Cut into 16 equal-sized pieces, then flatten or roll each into circles (roughly ½ cm thick).Equally divide the chicken mixture between each of the 16 dough circles (you’ll need roughly 1 heaped teaspoon of chicken per circle), making sure to leave a 2cm gap around the edges. Pull and fold the sides over the filling, pinching the edges together to seal. Place the dim sum balls, upside-down in double-layered, lightly greased muffin cases and divide between two bamboo steamer baskets.Place a wok on a high heat and fill with 2cm worth of boiling water. Once boiling, place the baskets on top of the wok and cover with a lid. Steam for 12 minutes or until light, fluffy and cooked through.Drain and scatter over the spring onions and chillies, sprinkle with toasted sesame seeds and serve with a bowl of lime-spiked hoisin sauce for dipping.']"
605,https://www.jamieoliver.com/recipes/vegetables-recipes/gorgeous-greek-salad/,Gorgeous Greek salad,"['cucumber', 'tomato vine', 'onion', 'wine', 'lemon', 'feta cheese', 'flowering']","['Scratch a fork down the sides of the cucumber so it leaves deep grooves in the skin, then chop into erratic slices at an angle. Roughly chop the tomatoes, deseed and slice the pepper lengthways and add to a salad bowl with the chopped veg. Destone the olives and tear into the bowl. Halve and finely slice the red onion (you can also try shaving it with a speed peeler), then add to the bowl along with a good drizzle of extra virgin olive oil, a good pinch of black pepper and a splash of red wine vinegar. Toss everything together, then add a good squeeze of lemon juice. Break the feta in half and place on top, add a scattering of flowering oregano, drizzle over a little more extra virgin olive oil and pick over the mint leaves.']"
606,https://www.jamieoliver.com/recipes/eggs-recipes/summer-pisto-frittata/,Summer pisto frittata,"['egg', 'podded pea salad', 'podded broad bean', 'lemon', 'parmesan cheese', 'asparagus', 'feta cheese', 'salad', 'tomato', 'pea shoot', 'feta cheese']","['Preheat the oven to 220°C/425°F/gas 7. Crack the eggs into a mixing bowl and add a pinch of sea salt and black pepper. Whisk together and put to one side.Add the peas, broad beans and a good pinch of salt to a pestle and mortar, then pick in the mint leaves and bash to a rough paste. Stir in the zest and juice of ½ a lemon, a good grating of Parmesan, 2 tablespoons of extra virgin olive oil and a pinch of pepper (you may need to do this in batches). Have a taste and add a little extra Parmesan or lemon juice, if needed. Place a small non-stick ovenproof frying pan (roughly 20cm) on a low heat. Slice the asparagus in half at an angle, then add to the pan with a lug of olive oil and fry gently for a minute or so. Meanwhile, fold half the pisto through the egg to combine.Pour the egg mixture into the pan over the asparagus, then spoon little bombs of the remaining pisto on top. Stir gently for a minute or so, then scatter over the feta and grate a little more Parmesan on top, if you like it extra cheesy. Place the pan in the hot oven for about 5 minutes, or until golden and risen. Meanwhile, roughly chop the tomatoes and add to a bowl with the pea shoots, a small handful of peas and the rocket. Drizzle over a little extra virgin olive oil, add a squeeze of lemon juice and toss to coat. Season lightly with salt and pepper and crumble over the feta, if using.When the frittata is ready, turn it out onto a board and serve with the salad.']"
607,https://www.jamieoliver.com/recipes/cheese-recipes/beautifully-cheesy-pasta-fonduta/,Beautifully cheesy pasta fonduta,"['mascarpone cheese', 'blue cheese', 'goat cheese', 'marjoram', 'lemon', 'tagliolini', 'asparagus']","['Place a large pan of salted boiling water on a high heat. Bring to the boil, then reduce the heat to low. Place a large heatproof bowl over the saucepan, add the cheeses and stir until melted. Pick in most of the marjoram leaves, grate in the zest of half a lemon and stir to combine. Remove the bowl from the heat and set aside, then turn up the heat to high and add a pinch of salt. Once the water is boiling, add the pasta and cook according to pack instructions. When there’s about 2 minutes left to go, halve the asparagus at an angle and add to the pasta. Drain in a colander, reserving a cupful of cooking water, and add to the cheese. Toss to coat, loosening with a splash of the reserved cooking water, if needed.Place on a serving platter, grate a little more lemon zest on top, scatter over the reserved marjoram and season with a good pinch of black pepper. Drizzle over a little extra virgin olive oil and serve.']"
608,https://www.jamieoliver.com/recipes/chicken-recipes/quick-crispy-chicken-with-tomatoes-asparagus/,Quick crispy chicken with tomatoes & asparagus,"['chicken breast', 'asparagus', 'pancetta', 'tomato', 'destoned', 'couple', 'butter', 'wine']","['This is a really quick and simple meal that’s perfect for a midweek supper. I’ve used olives to add a bit of saltiness and extra flavour, but feel free to throw in whatever you’ve got in the cupboard that’ll do the same job – anchovies or sun-dried tomatoes would work well.Place a large pan on a high heat. Lay your chicken breasts on a board and cut three incisions into each one like fingers, going all the way through the breast but leaving about 1cm joined at the top. Sprinkle with a pinch of salt and pepper. Snap the woody ends off of the asparagus spears. Add a splash of olive oil to the pan, followed by the chicken, pancetta and asparagus. Cook for 10 minutes, or until the chicken and asparagus are cooked through, turning halfway. Lift the pancetta on top of the chicken once golden and crispy.Move the chicken, bacon or pancetta and asparagus to one side of the pan then throw in the tomatoes, olives, basil leaves and butter. Reduce to a low heat and add a splash of wine to help make a sauce. Leave to bubble away and thicken for a couple of minutes.Use tongs to divide the chicken, bacon or pancetta, asparagus and most of the tomatoes between your plates. Squash the remaining tomatoes, mixing them with the lovely juices in the pan, then drizzle over the chicken before serving.']"
609,https://www.jamieoliver.com/recipes/duck-recipes/asian-squash-salad-with-crispy-duck/,Asian squash salad with crispy duck,"['gressingham duck', 'chopped', 'squash', 'butternut squash onion squash', 'lime', 'sesame', 'soy', 'sugar', 'chopped', 'garlic', 'onion end chopped', 'chopped']","[""Preheat the oven to 180ºC/350ºF/gas 4.Wash the duck and pat it dry, inside and out, with kitchen paper, then rub it all over, inside as well, with sea salt and black pepper. Place it in a tray and roast in the preheated oven for around 2 hours, turning it every now and then. Halfway through, you’ll probably need to drain away a lot of the fat from the bird. Don't throw it away, though! Sieve it and keep the fat (but no meat juices) in a jar in the fridge for a couple of months and use it to roast potatoes.In a pestle and mortar or a Flavour Shaker, bash up the dried chillies and coriander seeds and add the ground cinnamon and a good pinch of salt and pepper.Scoop the seeds out of your squash and put them to one side. Cut the squash into wedges, place them in a roasting tray, and drizzle over enough olive oil just to coat. Sprinkle over the ground spices and give the squash a good toss, spreading the pieces out in one layer.Once the duck has been in the oven for 1 hour and 15 minutes, add the tray of squash to the oven and roast for about 45 minutes.Meanwhile, rinse the squash seeds after removing any fibres. Season with salt and pepper and drizzle with olive oil. Toast them in a dry frying pan until they’re golden and crisp, and put aside.To make the dressing, put the lime juice and zest into a bowl and add the same amount of extra virgin olive oil, plus the sesame oil and the soy sauce. Stir in the sugar, chilli, garlic, the green spring onion ends and coriander stalks. Taste and adjust the sweet-and-sourness and the seasoning. You want it to be a little limey, to contrast with the rich duck.After 2 hours, if the duck is nice and crispy, and the squash soft and sticky, take both trays out of the oven. If they need more time, leave them in until perfectly done. Using two forks, shred the duck meat off the bone and put into a large bowl. While the duck and squash are still warm, toss with the toasted seeds, half the coriander leaves, half the mint and half the white spring onion slices. Pour on the dressing and toss together. Serve sprinkled with the rest of the coriander, mint and white spring onion slices.""]"
610,https://www.jamieoliver.com/recipes/pork-recipes/bubble-and-squeak-with-sausages-and-onion-gravy/,Bubble & squeak with sausages & onion gravy,"['floury potato', 'winter vegetable chopped equal', 'butter', 'vacuum pack', 'pork sausage linked together', 'venison beef linked together', 'chopped', 'onion', 'flour', 'vegetable chicken stock']","[""Cook the potatoes and mixed veg in a pan of boiling water for 15 to 20 minutes. When they’re cooked right through, drain and put to one side.Heat a glug of olive oil and half the butter in a large frying pan and add the chestnuts. When they start to sizzle, add your potatoes and veg. Mash the veg up in the pan, then pat the mixture into a thick pancake shape.Fry on a medium heat for about half an hour, checking it every 5 minutes. When the bottom turns golden, flip it over bit by bit and mash it back into itself. Pat it out flat again and continue cooking until really crisp all over.Preheat the oven and a roasting tray to 220ºC/425ºF/gas 7. Unravel the pork sausage links and squeeze the filling between them until all 6 sausages are joined together. Do the same to your venison or beef sausages. Pat them to flatten them a bit. Drizzle with olive oil and massage this into your 2 long sausages. Sprinkle over a pinch of pepper, the rosemary and some nutmeg. Put one sausage on top of the other and roll them up like a liquorice wheel! Poke two skewers through, in a cross shape, to hold the sausages together.Take the preheated tray from the oven. Drizzle in some olive oil and add the onions. Season, add the remaining butter and stir. Place the sausage wheel on the onions and stick the bay leaves between the sausages. Drizzle with some more oil and roast in the preheated oven for around 40 minutes, or until\ngolden and crisp.When your sausages and onions are done, your bubble  and squeak should be ready too. If it still hasn't browned, put it under a hot grill for 5 minutes.Remove the sausages to a plate and place the tray with the onions on the hob. Whack the heat up to full and stir in the flour, balsamic vinegar and stock. Bring to the boil and leave to thicken to a nice gravy consistency, stirring every now and then, and season to taste.Remove the skewers from the sausages and cut the sausages into wedges. Serve the bubble and squeak with a good portion of sausage, a spoonful of onion gravy and perhaps some lovely dressed watercress.""]"
611,https://www.jamieoliver.com/recipes/fruit-recipes/cedro-lemon-bruschetta/,Cedro lemon bruschetta,"['cedro lemon', 'lemon', 'chopped', 'sourdough bread', 'garlic', 'tomato', 'ball buffalo mozzarella']","['Very finely slice the cedro with a mandolin (use the guard!) and place in a large bowl along with the juice of the lemon. Add the mint, rocket and chilli, followed by a good lug of extra virgin olive oil and put to one side.Place a griddle pan over a high heat and toast the soughdough for around 3 to 4 minutes, or until nicely bar-marked and golden, turning halfway. Using tongs, remove the toasted sourdough to a serving board, then halve the garlic clove and rub all over one side of the bread. Drizzle over a little extra virgin olive oil, halve the tomatoes and rub into the bread, then tear over the mozzarella.Season the cedro salad to taste, then toss well to combine and pile onto the bruschetta. Serve right away.']"
612,https://www.jamieoliver.com/recipes/lamb-recipes/easy-essex-haggis-neeps-tatties-shepherd-s-pie-stylie/,Easy Essex haggis,"['onion', 'celery chopped', 'bacon', 'allspice', 'chuck steak', 'lamb mutton', 'heart', 'kidney', 'chicken liver', 'beef stock', 'pinhead oat', 'whisky', 'lemon', 'orange']","['Put the onions and celery into a food processor with the bacon and thyme leaves and pulse until finely chopped. Put a very large casserole-type pan (roughly 25cm in diameter) on a medium heat, add a good lug of olive oil, then add the allspice, pepper, ground cloves, a good pinch of salt, and grate in the nutmeg. Stir for a few minutes, until it’s smelling fantastic, then tip in everything from the food processor and cook for a few minutes, stirring occasionally until the veg are starting to soften.Cut the steak into roughly 2cm pieces and pulse in a food processor until it looks like mince. Add to the pan of veg, then do the same with the lamb or mutton and the heart. Get rid of any sinewy bits. Halve the kidneys, and quickly rinse them and the livers in a bowl of water. Drain, then pulse in the processor once or twice – don’t purée them! Add to the pan, then cook and stir everything for about 15 minutes, or until the meat starts to colour. At this point, add the bay leaves and 500ml of stock or water, then cover with a lid and leave to blip away on a low heat for around 2 hours, stirring now and then to make sure it doesn’t catch and adding a splash of water if needed.Preheat the oven to 180°C/350°F/gas 4. After 2 hours, spoon a few ladles of the haggis mixture (avoiding the bay leaves) into the clean food processor and blitz to a fairly smooth consistency. Stir this back in to add a lovely creaminess. Spread the pinhead oats on a baking tray and toast in the oven for about 25 minutes, or until golden. Stir into the haggis mixture, then add the remaining stock. Simmer with the lid off for about another 30 to 35 minutes. This is a great time to cook your neeps and tatties.Once the time is up, fish out the bay leaves and continue cooking until you’ve got a nice thick consistency. Turn the heat off, then correct the seasoning to push it to the point of perfection. Stir in the whisky, a few gratings of lemon and orange zest and the Worcestershire sauce. Taste and correct the flavours if needed, then put the lid on and leave until you’re ready to serve – preferably with plenty of good friends and a dram or two of fine Scottish whisky.PS: Put the leftover haggis into an earthenware-type dish and top it off with neeps and tatties. It makes the most exciting sorta-shepherd’s pie.']"
613,https://www.jamieoliver.com/recipes/pasta-recipes/southend-stylee-pappardelle/,Southend-stylee pappardelle,"['sausage', 'chopped', 'wine', 'passata', 'parmesan cheese', 'pasta', 'egg', 'tipo flour']","['Preheat the oven to 180°C/350°F/gas 4. Cut a slit into each sausage and squeeze the meat out into a large ovenproof pan with a little olive oil. Cook on a medium heat for around 10 minutes, or until golden and crispy, breaking it apart with a wooden spoon as you go. Add the chopped fennel, and fennel seeds, then crumble in the dried chilli. Finely chop and add the rosemary leaves, then cook for a further 10 minutes, or until the fennel has softened. Pour in the wine and passata and top up with 400ml water, give it a stir, then pop the lid on. Transfer to the oven and leave to blip away for 2 hours – check on it every 40 minutes, stirring and adding a splash of water if it starts to dry out.Meanwhile, if you’re making fresh pasta, get on with making your dough. Add the eggs and flour to a food processor with a pinch of salt and whiz until combined. Roll the dough through a pasta machine, starting on the widest setting and working your way down to the second to last. If you don’t have a pasta machine simply divide the pasta into 6 pieces and roll each piece into nice thin sheets using a rolling pin. Once at the right thickness (you’re aiming for slightly thicker than a playing card) roll through the pappardelle cutter or lightly roll in half and over once more, then slice into 2.5cm pieces and toss to separate, dusting with flour to stop it from sticking.\n\nCook the pasta for 2 to 3 minutes in boiling salted water (or if you’re using dried pasta, cook according to packet instructions), then drain, reserving a cupful of the cooking water. Taste and check the ragu seasoning, then mix through the pasta, loosening with a splash of cooking water if needed. Divide between your plates or bowls, and finish with a grating of Parmesan and a drizzle of extra virgin olive oil.']"
614,https://www.jamieoliver.com/recipes/cheese-recipes/ricotta-fritters-with-tomato-sauce-courgette-salad/,Ricotta fritters,"['porcini mushroom', 'garlic', 'passata', 'fritter', 'egg', 'ricotta cheese', 'lemon', 'parmesan cheese', 'flour', 'salad', 'courgette', 'lemon']","['Ingredients out • Kettle boiled • Large frying pan, medium heat • Large casserole pan, low heat • Food processor (fine grater)START COOKING\nPut the porcini into a mug and cover with boiling water. Crack the egg into a mixing bowl, add the ricotta, finely grate in ¼ of the nutmeg, the lemon zest and Parmesan, add the flour, then beat together.Put 1 tablespoon of olive oil into the frying pan, then use a tablespoon to spoon in 8 large dollops of the mixture, turning carefully when nice and golden.Put the anchovies (if using) and 1 tablespoon of olive oil into the casserole pan, crumble in the dried chilli, and squash in the unpeeled garlic through a garlic crusher. Finely chop and add the porcini with half their soaking water and the passata, season with sea salt and black pepper and bring to the boil.Squash and add the olives, discarding the stones. Pick and reserve a few basil leaves, then chop the rest and add to the sauce.Grate the courgettes in the processor (you could use a box grater here) and tip into a bowl with a pinch of salt and pepper, the juice of the zested lemon and the extra virgin olive oil. Finely chop and add the chilli and the top leafy half of the mint, then toss together. Place the fritters on top of the sauce, then scatter over the reserved basil leaves, drizzle with balsamic and serve with lemon wedges.']"
615,https://www.jamieoliver.com/recipes/seafood-recipes/crackin-crab-briks-with-couscous-salad-salsa/,Crackin' crab briks,"['briks', 'preserved lemon', 'onion', 'pot caught crabmeat mixture', 'harissa', 'sheet filo pastry', 'salad', 'caraway', 'mug couscous', 'tomato puree', 'lemon', 'pomegranate', 'salsa', 'tomato', 'lemon', 'yoghurt']",[]
616,https://www.jamieoliver.com/recipes/pasta-recipes/chorizo-carbonara-with-catalan-market-salad/,Chorizo carbonara,"['salad', 'chicory', 'chicory', 'clementine', 'spinach', 'manchego cheese', 'pasta', 'penne', 'iberico chorizo', 'garlic', 'egg', 'lemon', 'yoghurt']",[]
617,https://www.jamieoliver.com/recipes/pork-recipes/sausage-gnocchi-with-warm-kale-bean-salad/,Sausage gnocchi,"['gnocchi', 'sausage least', 'chianti', 'tenderstem broccoli', 'passata', 'gnocchi', 'yoghurt', 'bacon', 'blanched hazelnut', 'maple syrup', 'bean', 'curly swiss cavolo brussels top']",[]
